"","RFID","Date","Weight","stationname"
"308","942 000002765009",2019-02-28 00:00:00,538,"Belmont"
"309","942 000002765009",2019-04-02 00:00:00,500,"Belmont"
"310","942 000002765009",2019-05-24 00:00:00,540,"Belmont"
"311","942 000002765009",2019-08-28 00:00:00,554,"Belmont"
"312","942 000002765009",2020-03-24 00:00:00,516,"Belmont"
"313","942 000002765021",2017-12-19 00:00:00,576,"Belmont"
"314","942 000002765021",2018-01-11 00:00:00,594,"Belmont"
"315","942 000002765021",2018-02-01 00:00:00,626,"Belmont"
"316","942 000002765021",2018-02-26 00:00:00,594,"Belmont"
"317","942 000002765021",2018-03-09 00:00:00,580,"Belmont"
"318","942 000002765021",2018-03-14 00:00:00,624,"Belmont"
"319","942 000002765021",2018-04-05 00:00:00,644,"Belmont"
"320","942 000002765021",2018-05-24 00:00:00,698,"Belmont"
"321","942 000002765021",2018-08-22 00:00:00,676,"Belmont"
"322","942 000002765021",2018-11-05 00:00:00,630,"Belmont"
"323","942 000002765021",2018-12-21 00:00:00,660,"Belmont"
"324","942 000002765021",2019-04-02 00:00:00,648,"Belmont"
"325","942 000002765021",2019-05-25 00:00:00,658,"Belmont"
"326","942 000002765049",2018-03-09 00:00:00,508,"Belmont"
"327","942 000002765049",2018-05-21 00:00:00,570,"Belmont"
"328","942 000002765049",2018-08-22 00:00:00,562,"Belmont"
"329","942 000002765049",2018-12-19 00:00:00,486,"Belmont"
"330","942 000002765049",2019-03-01 00:00:00,506,"Belmont"
"331","942 000002765049",2019-04-02 00:00:00,520,"Belmont"
"332","942 000002765049",2019-05-23 00:00:00,490,"Belmont"
"333","942 000002765049",2019-08-28 00:00:00,554,"Belmont"
"334","942 000002765049",2020-03-24 00:00:00,476,"Belmont"
"335","942 000002765078",2018-03-09 00:00:00,481,"Belmont"
"336","942 000002765078",2018-05-21 00:00:00,516,"Belmont"
"337","942 000002765078",2018-08-14 00:00:00,536,"Belmont"
"338","942 000002765078",2018-12-19 00:00:00,473,"Belmont"
"339","942 000002765078",2019-03-01 00:00:00,524,"Belmont"
"340","942 000002765139",2018-03-09 00:00:00,524,"Belmont"
"341","942 000002765139",2018-05-21 00:00:00,594,"Belmont"
"342","942 000002765139",2018-08-14 00:00:00,610,"Belmont"
"343","942 000002765139",2018-12-19 00:00:00,467,"Belmont"
"344","942 000002765139",2019-03-01 00:00:00,512,"Belmont"
"345","942 000002765139",2019-05-24 00:00:00,476,"Belmont"
"346","942 000002765139",2019-08-26 00:00:00,556,"Belmont"
"347","942 000002765139",2020-03-24 00:00:00,520,"Belmont"
"348","942 000002765195",2018-03-05 00:00:00,598,"Belmont"
"349","942 000002765195",2018-05-24 00:00:00,702,"Belmont"
"350","942 000002765195",2018-08-14 00:00:00,696,"Belmont"
"351","942 000002765195",2019-05-20 00:00:00,556,"Belmont"
"352","942 000002765195",2019-08-27 00:00:00,590,"Belmont"
"353","942 000002765195",2019-11-11 00:00:00,457,"Belmont"
"354","942 000002769775",2017-12-19 00:00:00,564,"Belmont"
"355","942 000002769775",2018-01-11 00:00:00,598,"Belmont"
"356","942 000002769775",2018-02-01 00:00:00,614,"Belmont"
"357","942 000002769775",2018-02-26 00:00:00,522,"Belmont"
"358","942 000002769775",2018-03-09 00:00:00,520,"Belmont"
"359","942 000002769775",2018-03-14 00:00:00,548,"Belmont"
"360","942 000002769775",2018-04-05 00:00:00,568,"Belmont"
"361","942 000002769775",2018-05-24 00:00:00,582,"Belmont"
"362","942 000002769775",2018-08-22 00:00:00,602,"Belmont"
